total_bet,total_win,balance,roi,max_drawdown,boost_periods,reduce_periods,hit_count,hit_rate,lookback,good_threshold,bad_threshold,boost_multiplier,reduce_multiplier,reward_risk_ratio
7771.5,10443.400000000003,2671.8999999999996,34.380750176928515,614.0,48,47,69,34.5,10,0.45,0.2,1.3,0.8,0.05590365882427401
7744.5,10405.799999999997,2661.3000000000006,34.36374201045904,579.6,51,81,69,34.5,8,0.4,0.25,1.5,0.8,0.05918660353162081
7744.5,10405.799999999997,2661.3000000000006,34.36374201045904,579.6,51,81,69,34.5,8,0.45,0.3,1.5,0.8,0.05918660353162081
7744.5,10405.799999999997,2661.3000000000006,34.36374201045904,579.6,51,81,69,34.5,8,0.45,0.25,1.5,0.8,0.05918660353162081
7744.5,10405.799999999997,2661.3000000000006,34.36374201045904,579.6,51,81,69,34.5,8,0.4,0.3,1.5,0.8,0.05918660353162081
7801.5,10480.999999999998,2679.5000000000005,34.345959110427486,608.6,41,62,69,34.5,15,0.45,0.3,1.5,0.8,0.056341796440989966
7383.0,9916.999999999996,2534.0000000000005,34.3220912908032,521.8000000000001,75,26,69,34.5,12,0.4,0.2,1.2,0.6,0.06565051891890436
7383.0,9916.999999999996,2534.0000000000005,34.3220912908032,521.8000000000001,75,26,69,34.5,12,0.35,0.2,1.2,0.6,0.06565051891890436
8071.5,10838.2,2766.7,34.277395775258626,671.6,41,25,69,34.5,15,0.45,0.25,1.5,0.8,0.050962527171065454
8071.5,10838.2,2766.7,34.277395775258626,671.6,41,25,69,34.5,15,0.45,0.2,1.5,0.8,0.050962527171065454
7557.0,10147.300000000005,2590.2999999999993,34.27682942966785,516.1,75,26,69,34.5,12,0.35,0.2,1.3,0.6,0.06628665524979278
