period,top4_zodiacs,bet_numbers,bet_count,actual,is_hit,consecutive_wins,consecutive_losses,multiplier,bet_amount,profit,cumulative_profit,balance
165,"虎, 兔, 猪, 鸡","1, 3, 6, 7, 13, 15, 18, 19, 25, 27, 30, 31, 37, 39, 42, 43, 49",17,31,是,1,0,4.0,68.0,120.0,-2105.0,-2105.0
166,"鸡, 虎, 猪, 羊","1, 3, 6, 11, 13, 15, 18, 23, 25, 27, 30, 35, 37, 39, 42, 47, 49",17,35,是,2,0,1.0,17.0,30.0,-2075.0,-2075.0
167,"鸡, 猪, 虎, 蛇","1, 3, 6, 9, 13, 15, 18, 21, 25, 27, 30, 33, 37, 39, 42, 45, 49",17,6,是,3,0,1.0,17.0,30.0,-2045.0,-2045.0
168,"鸡, 猪, 蛇, 鼠","1, 3, 4, 9, 13, 15, 16, 21, 25, 27, 28, 33, 37, 39, 40, 45, 49",17,36,否,0,1,1.0,17.0,-17.0,-2062.0,-2062.0
169,"鸡, 猪, 鼠, 蛇","1, 3, 4, 9, 13, 15, 16, 21, 25, 27, 28, 33, 37, 39, 40, 45, 49",17,4,是,1,0,2.0,34.0,60.0,-2002.0,-2002.0
170,"鸡, 猪, 狗, 蛇","1, 2, 3, 9, 13, 14, 15, 21, 25, 26, 27, 33, 37, 38, 39, 45, 49",17,44,否,0,1,1.0,17.0,-17.0,-2019.0,-2019.0
171,"鸡, 猪, 狗, 蛇","1, 2, 3, 9, 13, 14, 15, 21, 25, 26, 27, 33, 37, 38, 39, 45, 49",17,45,是,1,0,2.0,34.0,60.0,-1959.0,-1959.0
172,"鸡, 猪, 狗, 兔","1, 2, 3, 7, 13, 14, 15, 19, 25, 26, 27, 31, 37, 38, 39, 43, 49",17,9,否,0,1,1.0,17.0,-17.0,-1976.0,-1976.0
173,"鸡, 猪, 狗, 兔","1, 2, 3, 7, 13, 14, 15, 19, 25, 26, 27, 31, 37, 38, 39, 43, 49",17,16,否,0,2,2.0,34.0,-34.0,-2010.0,-2010.0
174,"鸡, 猪, 狗, 兔","1, 2, 3, 7, 13, 14, 15, 19, 25, 26, 27, 31, 37, 38, 39, 43, 49",17,28,否,0,3,4.0,68.0,-68.0,-2078.0,-2078.0
175,"鸡, 猪, 狗, 马","1, 2, 3, 10, 13, 14, 15, 22, 25, 26, 27, 34, 37, 38, 39, 46, 49",17,27,是,1,0,6.0,102.0,180.0,-1898.0,-1898.0
176,"兔, 鸡, 狗, 马","1, 2, 7, 10, 13, 14, 19, 22, 25, 26, 31, 34, 37, 38, 43, 46, 49",17,42,否,0,1,1.0,17.0,-17.0,-1915.0,-1915.0
177,"兔, 鸡, 狗, 马","1, 2, 7, 10, 13, 14, 19, 22, 25, 26, 31, 34, 37, 38, 43, 46, 49",17,47,否,0,2,2.0,34.0,-34.0,-1949.0,-1949.0
178,"兔, 鸡, 狗, 马","1, 2, 7, 10, 13, 14, 19, 22, 25, 26, 31, 34, 37, 38, 43, 46, 49",17,41,否,0,3,4.0,68.0,-68.0,-2017.0,-2017.0
179,"兔, 鸡, 猴, 狗","1, 2, 7, 12, 13, 14, 19, 24, 25, 26, 31, 36, 37, 38, 43, 48, 49",17,45,否,0,4,6.0,102.0,-102.0,-2119.0,-2119.0
180,"狗, 兔, 鸡, 猴","1, 2, 7, 12, 13, 14, 19, 24, 25, 26, 31, 36, 37, 38, 43, 48, 49",17,41,否,0,5,8.0,136.0,-136.0,-2255.0,-2255.0
181,"狗, 兔, 龙, 鸡","1, 2, 7, 8, 13, 14, 19, 20, 25, 26, 31, 32, 37, 38, 43, 44, 49",17,24,否,0,6,10.0,170.0,-170.0,-2425.0,-2425.0
182,"狗, 兔, 龙, 鸡","1, 2, 7, 8, 13, 14, 19, 20, 25, 26, 31, 32, 37, 38, 43, 44, 49",17,3,否,0,7,10.0,170.0,-170.0,-2595.0,-2595.0
183,"狗, 兔, 龙, 鸡","1, 2, 7, 8, 13, 14, 19, 20, 25, 26, 31, 32, 37, 38, 43, 44, 49",17,34,否,0,8,10.0,170.0,-170.0,-2765.0,-2765.0
184,"狗, 兔, 龙, 鸡","1, 2, 7, 8, 13, 14, 19, 20, 25, 26, 31, 32, 37, 38, 43, 44, 49",17,14,是,1,0,10.0,170.0,300.0,-2465.0,-2465.0
185,"兔, 鸡, 龙, 虎","1, 6, 7, 8, 13, 18, 19, 20, 25, 30, 31, 32, 37, 42, 43, 44, 49",17,42,是,2,0,1.0,17.0,30.0,-2435.0,-2435.0
186,"兔, 鸡, 龙, 羊","1, 7, 8, 11, 13, 19, 20, 23, 25, 31, 32, 35, 37, 43, 44, 47, 49",17,19,是,3,0,1.0,17.0,30.0,-2405.0,-2405.0
187,"鸡, 龙, 羊, 鼠","1, 4, 8, 11, 13, 16, 20, 23, 25, 28, 32, 35, 37, 40, 44, 47, 49",17,44,是,4,0,1.0,17.0,30.0,-2375.0,-2375.0
188,"羊, 鸡, 鼠, 猴","1, 4, 11, 12, 13, 16, 23, 24, 25, 28, 35, 36, 37, 40, 47, 48, 49",17,2,否,0,1,1.0,17.0,-17.0,-2392.0,-2392.0
189,"羊, 鸡, 龙, 鼠","1, 4, 8, 11, 13, 16, 20, 23, 25, 28, 32, 35, 37, 40, 44, 47, 49",17,47,是,1,0,2.0,34.0,60.0,-2332.0,-2332.0
190,"鸡, 蛇, 龙, 鼠","1, 4, 8, 9, 13, 16, 20, 21, 25, 28, 32, 33, 37, 40, 44, 45, 49",17,18,否,0,1,1.0,17.0,-17.0,-2349.0,-2349.0
191,"鸡, 兔, 龙, 牛","1, 5, 7, 8, 13, 17, 19, 20, 25, 29, 31, 32, 37, 41, 43, 44, 49",17,5,是,1,0,2.0,34.0,60.0,-2289.0,-2289.0
192,"猴, 鸡, 兔, 龙","1, 7, 8, 12, 13, 19, 20, 24, 25, 31, 32, 36, 37, 43, 44, 48, 49",17,22,否,0,1,1.0,17.0,-17.0,-2306.0,-2306.0
193,"鸡, 猴, 猪, 龙","1, 3, 8, 12, 13, 15, 20, 24, 25, 27, 32, 36, 37, 39, 44, 48, 49",17,44,是,1,0,2.0,34.0,60.0,-2246.0,-2246.0
194,"鸡, 猴, 猪, 鼠","1, 3, 4, 12, 13, 15, 16, 24, 25, 27, 28, 36, 37, 39, 40, 48, 49",17,23,否,0,1,1.0,17.0,-17.0,-2263.0,-2263.0
195,"鼠, 鸡, 猴, 猪","1, 3, 4, 12, 13, 15, 16, 24, 25, 27, 28, 36, 37, 39, 40, 48, 49",17,49,是,1,0,2.0,34.0,60.0,-2203.0,-2203.0
196,"鼠, 猴, 猪, 兔","3, 4, 7, 12, 15, 16, 19, 24, 27, 28, 31, 36, 39, 40, 43, 48",16,40,是,2,0,1.0,16.0,31.0,-2172.0,-2172.0
197,"兔, 猴, 猪, 马","3, 7, 10, 12, 15, 19, 22, 24, 27, 31, 34, 36, 39, 43, 46, 48",16,5,否,0,1,1.0,16.0,-16.0,-2188.0,-2188.0
198,"兔, 猴, 猪, 鸡","1, 3, 7, 12, 13, 15, 19, 24, 25, 27, 31, 36, 37, 39, 43, 48, 49",17,22,否,0,2,2.0,34.0,-34.0,-2222.0,-2222.0
199,"兔, 猴, 猪, 狗","2, 3, 7, 12, 14, 15, 19, 24, 26, 27, 31, 36, 38, 39, 43, 48",16,15,是,1,0,4.0,64.0,124.0,-2098.0,-2098.0
200,"兔, 猴, 蛇, 狗","2, 7, 9, 12, 14, 19, 21, 24, 26, 31, 33, 36, 38, 43, 45, 48",16,48,是,2,0,1.0,16.0,31.0,-2067.0,-2067.0
201,"兔, 蛇, 狗, 虎","2, 6, 7, 9, 14, 18, 19, 21, 26, 30, 31, 33, 38, 42, 43, 45",16,42,是,3,0,1.0,16.0,31.0,-2036.0,-2036.0
202,"蛇, 兔, 狗, 鸡","1, 2, 7, 9, 13, 14, 19, 21, 25, 26, 31, 33, 37, 38, 43, 45, 49",17,17,否,0,1,1.0,17.0,-17.0,-2053.0,-2053.0
203,"兔, 蛇, 狗, 龙","2, 7, 8, 9, 14, 19, 20, 21, 26, 31, 32, 33, 38, 43, 44, 45",16,20,是,1,0,2.0,32.0,62.0,-1991.0,-1991.0
204,"兔, 蛇, 狗, 鸡","1, 2, 7, 9, 13, 14, 19, 21, 25, 26, 31, 33, 37, 38, 43, 45, 49",17,39,否,0,1,1.0,17.0,-17.0,-2008.0,-2008.0
205,"兔, 蛇, 鼠, 狗","2, 4, 7, 9, 14, 16, 19, 21, 26, 28, 31, 33, 38, 40, 43, 45",16,6,否,0,2,2.0,32.0,-32.0,-2040.0,-2040.0
206,"兔, 蛇, 鸡, 鼠","1, 4, 7, 9, 13, 16, 19, 21, 25, 28, 31, 33, 37, 40, 43, 45, 49",17,16,是,1,0,4.0,68.0,120.0,-1920.0,-1920.0
207,"兔, 蛇, 鸡, 狗","1, 2, 7, 9, 13, 14, 19, 21, 25, 26, 31, 33, 37, 38, 43, 45, 49",17,37,是,2,0,1.0,17.0,30.0,-1890.0,-1890.0
208,"兔, 蛇, 羊, 狗","2, 7, 9, 11, 14, 19, 21, 23, 26, 31, 33, 35, 38, 43, 45, 47",16,14,是,3,0,1.0,16.0,31.0,-1859.0,-1859.0
209,"兔, 蛇, 羊, 鼠","4, 7, 9, 11, 16, 19, 21, 23, 28, 31, 33, 35, 40, 43, 45, 47",16,38,否,0,1,1.0,16.0,-16.0,-1875.0,-1875.0
210,"兔, 蛇, 羊, 鼠","4, 7, 9, 11, 16, 19, 21, 23, 28, 31, 33, 35, 40, 43, 45, 47",16,23,是,1,0,2.0,32.0,62.0,-1813.0,-1813.0
211,"兔, 蛇, 猴, 鼠","4, 7, 9, 12, 16, 19, 21, 24, 28, 31, 33, 36, 40, 43, 45, 48",16,4,是,2,0,1.0,16.0,31.0,-1782.0,-1782.0
212,"兔, 猴, 蛇, 马","7, 9, 10, 12, 19, 21, 22, 24, 31, 33, 34, 36, 43, 45, 46, 48",16,24,是,3,0,1.0,16.0,31.0,-1751.0,-1751.0
213,"兔, 蛇, 牛, 马","5, 7, 9, 10, 17, 19, 21, 22, 29, 31, 33, 34, 41, 43, 45, 46",16,18,否,0,1,1.0,16.0,-16.0,-1767.0,-1767.0
214,"兔, 蛇, 马, 龙","7, 8, 9, 10, 19, 20, 21, 22, 31, 32, 33, 34, 43, 44, 45, 46",16,6,否,0,2,2.0,32.0,-32.0,-1799.0,-1799.0
215,"兔, 蛇, 马, 猪","3, 7, 9, 10, 15, 19, 21, 22, 27, 31, 33, 34, 39, 43, 45, 46",16,45,是,1,0,4.0,64.0,124.0,-1675.0,-1675.0
216,"兔, 马, 猪, 龙","3, 7, 8, 10, 15, 19, 20, 22, 27, 31, 32, 34, 39, 43, 44, 46",16,28,否,0,1,1.0,16.0,-16.0,-1691.0,-1691.0
217,"兔, 马, 猪, 龙","3, 7, 8, 10, 15, 19, 20, 22, 27, 31, 32, 34, 39, 43, 44, 46",16,23,否,0,2,2.0,32.0,-32.0,-1723.0,-1723.0
218,"兔, 龙, 马, 鸡","1, 7, 8, 10, 13, 19, 20, 22, 25, 31, 32, 34, 37, 43, 44, 46, 49",17,47,否,0,3,4.0,68.0,-68.0,-1791.0,-1791.0
219,"马, 兔, 龙, 鸡","1, 7, 8, 10, 13, 19, 20, 22, 25, 31, 32, 34, 37, 43, 44, 46, 49",17,9,否,0,4,6.0,102.0,-102.0,-1893.0,-1893.0
220,"马, 兔, 狗, 鸡","1, 2, 7, 10, 13, 14, 19, 22, 25, 26, 31, 34, 37, 38, 43, 46, 49",17,15,否,0,5,8.0,136.0,-136.0,-2029.0,-2029.0
221,"马, 兔, 狗, 鸡","1, 2, 7, 10, 13, 14, 19, 22, 25, 26, 31, 34, 37, 38, 43, 46, 49",17,4,否,0,6,10.0,170.0,-170.0,-2199.0,-2199.0
222,"马, 兔, 狗, 鸡","1, 2, 7, 10, 13, 14, 19, 22, 25, 26, 31, 34, 37, 38, 43, 46, 49",17,19,是,1,0,10.0,170.0,300.0,-1899.0,-1899.0
223,"牛, 马, 狗, 鸡","1, 2, 5, 10, 13, 14, 17, 22, 25, 26, 29, 34, 37, 38, 41, 46, 49",17,37,是,2,0,1.0,17.0,30.0,-1869.0,-1869.0
224,"牛, 龙, 马, 狗","2, 5, 8, 10, 14, 17, 20, 22, 26, 29, 32, 34, 38, 41, 44, 46",16,3,否,0,1,1.0,16.0,-16.0,-1885.0,-1885.0
225,"牛, 龙, 马, 狗","2, 5, 8, 10, 14, 17, 20, 22, 26, 29, 32, 34, 38, 41, 44, 46",16,17,是,1,0,2.0,32.0,62.0,-1823.0,-1823.0
226,"龙, 马, 狗, 猴","2, 8, 10, 12, 14, 20, 22, 24, 26, 32, 34, 36, 38, 44, 46, 48",16,36,是,2,0,1.0,16.0,31.0,-1792.0,-1792.0
227,"龙, 马, 狗, 兔","2, 7, 8, 10, 14, 19, 20, 22, 26, 31, 32, 34, 38, 43, 44, 46",16,26,是,3,0,1.0,16.0,31.0,-1761.0,-1761.0
228,"龙, 马, 兔, 牛","5, 7, 8, 10, 17, 19, 20, 22, 29, 31, 32, 34, 41, 43, 44, 46",16,26,否,0,1,1.0,16.0,-16.0,-1777.0,-1777.0
229,"龙, 马, 羊, 兔","7, 8, 10, 11, 19, 20, 22, 23, 31, 32, 34, 35, 43, 44, 46, 47",16,6,否,0,2,2.0,32.0,-32.0,-1809.0,-1809.0
230,"龙, 马, 蛇, 羊","8, 9, 10, 11, 20, 21, 22, 23, 32, 33, 34, 35, 44, 45, 46, 47",16,46,是,1,0,4.0,64.0,124.0,-1685.0,-1685.0
231,"龙, 蛇, 羊, 兔","7, 8, 9, 11, 19, 20, 21, 23, 31, 32, 33, 35, 43, 44, 45, 47",16,44,是,2,0,1.0,16.0,31.0,-1654.0,-1654.0
232,"蛇, 羊, 兔, 牛","5, 7, 9, 11, 17, 19, 21, 23, 29, 31, 33, 35, 41, 43, 45, 47",16,17,是,3,0,1.0,16.0,31.0,-1623.0,-1623.0
233,"兔, 蛇, 鸡, 羊","1, 7, 9, 11, 13, 19, 21, 23, 25, 31, 33, 35, 37, 43, 45, 47, 49",17,9,是,4,0,1.0,17.0,30.0,-1593.0,-1593.0
234,"鸡, 兔, 羊, 龙","1, 7, 8, 11, 13, 19, 20, 23, 25, 31, 32, 35, 37, 43, 44, 47, 49",17,8,是,5,0,1.0,17.0,30.0,-1563.0,-1563.0
235,"鸡, 兔, 猪, 羊","1, 3, 7, 11, 13, 15, 19, 23, 25, 27, 31, 35, 37, 39, 43, 47, 49",17,48,否,0,1,1.0,17.0,-17.0,-1580.0,-1580.0
236,"鸡, 兔, 猪, 羊","1, 3, 7, 11, 13, 15, 19, 23, 25, 27, 31, 35, 37, 39, 43, 47, 49",17,26,否,0,2,2.0,34.0,-34.0,-1614.0,-1614.0
237,"鸡, 兔, 猪, 羊","1, 3, 7, 11, 13, 15, 19, 23, 25, 27, 31, 35, 37, 39, 43, 47, 49",17,6,否,0,3,4.0,68.0,-68.0,-1682.0,-1682.0
238,"鸡, 兔, 猪, 鼠","1, 3, 4, 7, 13, 15, 16, 19, 25, 27, 28, 31, 37, 39, 40, 43, 49",17,4,是,1,0,6.0,102.0,180.0,-1502.0,-1502.0
239,"鸡, 羊, 兔, 猪","1, 3, 7, 11, 13, 15, 19, 23, 25, 27, 31, 35, 37, 39, 43, 47, 49",17,38,否,0,1,1.0,17.0,-17.0,-1519.0,-1519.0
240,"羊, 兔, 鸡, 猪","1, 3, 7, 11, 13, 15, 19, 23, 25, 27, 31, 35, 37, 39, 43, 47, 49",17,27,是,1,0,2.0,34.0,60.0,-1459.0,-1459.0
241,"羊, 马, 兔, 鸡","1, 7, 10, 11, 13, 19, 22, 23, 25, 31, 34, 35, 37, 43, 46, 47, 49",17,24,否,0,1,1.0,17.0,-17.0,-1476.0,-1476.0
242,"羊, 马, 兔, 鸡","1, 7, 10, 11, 13, 19, 22, 23, 25, 31, 34, 35, 37, 43, 46, 47, 49",17,3,否,0,2,2.0,34.0,-34.0,-1510.0,-1510.0
243,"羊, 兔, 马, 鸡","1, 7, 10, 11, 13, 19, 22, 23, 25, 31, 34, 35, 37, 43, 46, 47, 49",17,13,是,1,0,4.0,68.0,120.0,-1390.0,-1390.0
244,"羊, 兔, 马, 牛","5, 7, 10, 11, 17, 19, 22, 23, 29, 31, 34, 35, 41, 43, 46, 47",16,16,否,0,1,1.0,16.0,-16.0,-1406.0,-1406.0
245,"羊, 兔, 马, 牛","5, 7, 10, 11, 17, 19, 22, 23, 29, 31, 34, 35, 41, 43, 46, 47",16,22,是,1,0,2.0,32.0,62.0,-1344.0,-1344.0
246,"羊, 兔, 牛, 龙","5, 7, 8, 11, 17, 19, 20, 23, 29, 31, 32, 35, 41, 43, 44, 47",16,49,否,0,1,1.0,16.0,-16.0,-1360.0,-1360.0
247,"羊, 兔, 牛, 龙","5, 7, 8, 11, 17, 19, 20, 23, 29, 31, 32, 35, 41, 43, 44, 47",16,4,否,0,2,2.0,32.0,-32.0,-1392.0,-1392.0
248,"羊, 兔, 牛, 虎","5, 6, 7, 11, 17, 18, 19, 23, 29, 30, 31, 35, 41, 42, 43, 47",16,44,否,0,3,4.0,64.0,-64.0,-1456.0,-1456.0
249,"兔, 牛, 虎, 羊","5, 6, 7, 11, 17, 18, 19, 23, 29, 30, 31, 35, 41, 42, 43, 47",16,1,否,0,4,6.0,96.0,-96.0,-1552.0,-1552.0
250,"兔, 蛇, 牛, 虎","5, 6, 7, 9, 17, 18, 19, 21, 29, 30, 31, 33, 41, 42, 43, 45",16,30,是,1,0,8.0,128.0,248.0,-1304.0,-1304.0
251,"兔, 蛇, 牛, 羊","5, 7, 9, 11, 17, 19, 21, 23, 29, 31, 33, 35, 41, 43, 45, 47",16,8,否,0,1,1.0,16.0,-16.0,-1320.0,-1320.0
252,"兔, 蛇, 牛, 羊","5, 7, 9, 11, 17, 19, 21, 23, 29, 31, 33, 35, 41, 43, 45, 47",16,24,否,0,2,2.0,32.0,-32.0,-1352.0,-1352.0
253,"牛, 蛇, 兔, 羊","5, 7, 9, 11, 17, 19, 21, 23, 29, 31, 33, 35, 41, 43, 45, 47",16,49,否,0,3,4.0,64.0,-64.0,-1416.0,-1416.0
254,"蛇, 牛, 兔, 羊","5, 7, 9, 11, 17, 19, 21, 23, 29, 31, 33, 35, 41, 43, 45, 47",16,7,是,1,0,6.0,96.0,186.0,-1230.0,-1230.0
255,"蛇, 牛, 猪, 羊","3, 5, 9, 11, 15, 17, 21, 23, 27, 29, 33, 35, 39, 41, 45, 47",16,11,是,2,0,1.0,16.0,31.0,-1199.0,-1199.0
256,"牛, 蛇, 猪, 马","3, 5, 9, 10, 15, 17, 21, 22, 27, 29, 33, 34, 39, 41, 45, 46",16,41,是,3,0,1.0,16.0,31.0,-1168.0,-1168.0
257,"蛇, 兔, 马, 猪","3, 7, 9, 10, 15, 19, 21, 22, 27, 31, 33, 34, 39, 43, 45, 46",16,24,否,0,1,1.0,16.0,-16.0,-1184.0,-1184.0
258,"蛇, 兔, 马, 猪","3, 7, 9, 10, 15, 19, 21, 22, 27, 31, 33, 34, 39, 43, 45, 46",16,23,否,0,2,2.0,32.0,-32.0,-1216.0,-1216.0
259,"蛇, 狗, 兔, 马","2, 7, 9, 10, 14, 19, 21, 22, 26, 31, 33, 34, 38, 43, 45, 46",16,26,是,1,0,4.0,64.0,124.0,-1092.0,-1092.0
260,"蛇, 兔, 马, 猪","3, 7, 9, 10, 15, 19, 21, 22, 27, 31, 33, 34, 39, 43, 45, 46",16,12,否,0,1,1.0,16.0,-16.0,-1108.0,-1108.0
261,"蛇, 马, 虎, 猪","3, 6, 9, 10, 15, 18, 21, 22, 27, 30, 33, 34, 39, 42, 45, 46",16,26,否,0,2,2.0,32.0,-32.0,-1140.0,-1140.0
262,"蛇, 马, 虎, 猪","3, 6, 9, 10, 15, 18, 21, 22, 27, 30, 33, 34, 39, 42, 45, 46",16,29,否,0,3,4.0,64.0,-64.0,-1204.0,-1204.0
263,"蛇, 猪, 马, 虎","3, 6, 9, 10, 15, 18, 21, 22, 27, 30, 33, 34, 39, 42, 45, 46",16,22,是,1,0,6.0,96.0,186.0,-1018.0,-1018.0
264,"猪, 蛇, 虎, 鼠","3, 4, 6, 9, 15, 16, 18, 21, 27, 28, 30, 33, 39, 40, 42, 45",16,9,是,2,0,1.0,16.0,31.0,-987.0,-987.0
265,"猪, 兔, 虎, 龙","3, 6, 7, 8, 15, 18, 19, 20, 27, 30, 31, 32, 39, 42, 43, 44",16,45,否,0,1,1.0,16.0,-16.0,-1003.0,-1003.0
266,"猪, 兔, 虎, 龙","3, 6, 7, 8, 15, 18, 19, 20, 27, 30, 31, 32, 39, 42, 43, 44",16,43,是,1,0,2.0,32.0,62.0,-941.0,-941.0
267,"猪, 虎, 龙, 兔","3, 6, 7, 8, 15, 18, 19, 20, 27, 30, 31, 32, 39, 42, 43, 44",16,13,否,0,1,1.0,16.0,-16.0,-957.0,-957.0
268,"猪, 鼠, 虎, 龙","3, 4, 6, 8, 15, 16, 18, 20, 27, 28, 30, 32, 39, 40, 42, 44",16,41,否,0,2,2.0,32.0,-32.0,-989.0,-989.0
269,"鼠, 猪, 虎, 龙","3, 4, 6, 8, 15, 16, 18, 20, 27, 28, 30, 32, 39, 40, 42, 44",16,21,否,0,3,4.0,64.0,-64.0,-1053.0,-1053.0
270,"鼠, 猪, 虎, 龙","3, 4, 6, 8, 15, 16, 18, 20, 27, 28, 30, 32, 39, 40, 42, 44",16,28,是,1,0,6.0,96.0,186.0,-867.0,-867.0
271,"虎, 猪, 龙, 羊","3, 6, 8, 11, 15, 18, 20, 23, 27, 30, 32, 35, 39, 42, 44, 47",16,27,是,2,0,1.0,16.0,31.0,-836.0,-836.0
272,"虎, 龙, 狗, 羊","2, 6, 8, 11, 14, 18, 20, 23, 26, 30, 32, 35, 38, 42, 44, 47",16,11,是,3,0,1.0,16.0,31.0,-805.0,-805.0
273,"虎, 龙, 狗, 兔","2, 6, 7, 8, 14, 18, 19, 20, 26, 30, 31, 32, 38, 42, 43, 44",16,11,否,0,1,1.0,16.0,-16.0,-821.0,-821.0
274,"虎, 龙, 狗, 马","2, 6, 8, 10, 14, 18, 20, 22, 26, 30, 32, 34, 38, 42, 44, 46",16,1,否,0,2,2.0,32.0,-32.0,-853.0,-853.0
275,"虎, 龙, 狗, 马","2, 6, 8, 10, 14, 18, 20, 22, 26, 30, 32, 34, 38, 42, 44, 46",16,26,是,1,0,4.0,64.0,124.0,-729.0,-729.0
276,"虎, 龙, 马, 兔","6, 7, 8, 10, 18, 19, 20, 22, 30, 31, 32, 34, 42, 43, 44, 46",16,31,是,2,0,1.0,16.0,31.0,-698.0,-698.0
277,"虎, 龙, 马, 猴","6, 8, 10, 12, 18, 20, 22, 24, 30, 32, 34, 36, 42, 44, 46, 48",16,6,是,3,0,1.0,16.0,31.0,-667.0,-667.0
278,"龙, 马, 鼠, 猴","4, 8, 10, 12, 16, 20, 22, 24, 28, 32, 34, 36, 40, 44, 46, 48",16,32,是,4,0,1.0,16.0,31.0,-636.0,-636.0
279,"马, 鼠, 牛, 猴","4, 5, 10, 12, 16, 17, 22, 24, 28, 29, 34, 36, 40, 41, 46, 48",16,39,否,0,1,1.0,16.0,-16.0,-652.0,-652.0
280,"马, 鼠, 牛, 猴","4, 5, 10, 12, 16, 17, 22, 24, 28, 29, 34, 36, 40, 41, 46, 48",16,46,是,1,0,2.0,32.0,62.0,-590.0,-590.0
281,"猴, 鼠, 虎, 蛇","4, 6, 9, 12, 16, 18, 21, 24, 28, 30, 33, 36, 40, 42, 45, 48",16,12,是,2,0,1.0,16.0,31.0,-559.0,-559.0
282,"鼠, 虎, 蛇, 龙","4, 6, 8, 9, 16, 18, 20, 21, 28, 30, 32, 33, 40, 42, 44, 45",16,42,是,3,0,1.0,16.0,31.0,-528.0,-528.0
283,"鼠, 蛇, 龙, 牛","4, 5, 8, 9, 16, 17, 20, 21, 28, 29, 32, 33, 40, 41, 44, 45",16,18,否,0,1,1.0,16.0,-16.0,-544.0,-544.0
284,"鼠, 蛇, 鸡, 龙","1, 4, 8, 9, 13, 16, 20, 21, 25, 28, 32, 33, 37, 40, 44, 45, 49",17,47,否,0,2,2.0,34.0,-34.0,-578.0,-578.0
285,"鼠, 鸡, 兔, 蛇","1, 4, 7, 9, 13, 16, 19, 21, 25, 28, 31, 33, 37, 40, 43, 45, 49",17,28,是,1,0,4.0,68.0,120.0,-458.0,-458.0
286,"鸡, 兔, 狗, 蛇","1, 2, 7, 9, 13, 14, 19, 21, 25, 26, 31, 33, 37, 38, 43, 45, 49",17,37,是,2,0,1.0,17.0,30.0,-428.0,-428.0
287,"兔, 牛, 狗, 蛇","2, 5, 7, 9, 14, 17, 19, 21, 26, 29, 31, 33, 38, 41, 43, 45",16,19,是,3,0,1.0,16.0,31.0,-397.0,-397.0
288,"牛, 狗, 龙, 蛇","2, 5, 8, 9, 14, 17, 20, 21, 26, 29, 32, 33, 38, 41, 44, 45",16,45,是,4,0,1.0,16.0,31.0,-366.0,-366.0
289,"牛, 龙, 狗, 猴","2, 5, 8, 12, 14, 17, 20, 24, 26, 29, 32, 36, 38, 41, 44, 48",16,3,否,0,1,1.0,16.0,-16.0,-382.0,-382.0
290,"牛, 龙, 狗, 猴","2, 5, 8, 12, 14, 17, 20, 24, 26, 29, 32, 36, 38, 41, 44, 48",16,1,否,0,2,2.0,32.0,-32.0,-414.0,-414.0
291,"牛, 龙, 狗, 马","2, 5, 8, 10, 14, 17, 20, 22, 26, 29, 32, 34, 38, 41, 44, 46",16,41,是,1,0,4.0,64.0,124.0,-290.0,-290.0
292,"狗, 猴, 龙, 马","2, 8, 10, 12, 14, 20, 22, 24, 26, 32, 34, 36, 38, 44, 46, 48",16,26,是,2,0,1.0,16.0,31.0,-259.0,-259.0
293,"猴, 马, 龙, 鼠","4, 8, 10, 12, 16, 20, 22, 24, 28, 32, 34, 36, 40, 44, 46, 48",16,6,否,0,1,1.0,16.0,-16.0,-275.0,-275.0
294,"马, 猴, 龙, 鼠","4, 8, 10, 12, 16, 20, 22, 24, 28, 32, 34, 36, 40, 44, 46, 48",16,41,否,0,2,2.0,32.0,-32.0,-307.0,-307.0
295,"马, 猴, 龙, 鼠","4, 8, 10, 12, 16, 20, 22, 24, 28, 32, 34, 36, 40, 44, 46, 48",16,19,否,0,3,4.0,64.0,-64.0,-371.0,-371.0
296,"马, 猴, 龙, 鼠","4, 8, 10, 12, 16, 20, 22, 24, 28, 32, 34, 36, 40, 44, 46, 48",16,27,否,0,4,6.0,96.0,-96.0,-467.0,-467.0
297,"马, 猴, 龙, 鼠","4, 8, 10, 12, 16, 20, 22, 24, 28, 32, 34, 36, 40, 44, 46, 48",16,1,否,0,5,8.0,128.0,-128.0,-595.0,-595.0
298,"马, 猴, 龙, 鼠","4, 8, 10, 12, 16, 20, 22, 24, 28, 32, 34, 36, 40, 44, 46, 48",16,43,否,0,6,10.0,160.0,-160.0,-755.0,-755.0
299,"龙, 猴, 马, 鼠","4, 8, 10, 12, 16, 20, 22, 24, 28, 32, 34, 36, 40, 44, 46, 48",16,42,否,0,7,10.0,160.0,-160.0,-915.0,-915.0
300,"龙, 猴, 马, 蛇","8, 9, 10, 12, 20, 21, 22, 24, 32, 33, 34, 36, 44, 45, 46, 48",16,11,否,0,8,10.0,160.0,-160.0,-1075.0,-1075.0
