================================================================================
 生肖TOP4投注策略回测 - 集成优化系统（带自动恢复止损）
================================================================================
回测期数: 200 期
基础投注: 16元/期
命中奖励: 45元
止损规则: 连续失败 3 期暂停
恢复规则: 预测命中 OR 连续暂停 8 期后自动恢复
================================================================================

第150期 2025/12/20 | 预测: 羊,猪,鸡,牛              | 实际: 鼠  | 投注:    0元 | [PAUSE] 暂停投注(第2期，本期未中)                   | 余额:   +337元 | ROI: +16.46%
第151期 2025/12/21 | 预测: 羊,猪,鸡,牛              | 实际: 狗  | 投注:    0元 | [PAUSE] 暂停投注(第3期，本期未中)                   | 余额:   +337元 | ROI: +16.46%
第152期 2025/12/22 | 预测: 羊,猪,鸡,牛              | 实际: 马  | 投注:    0元 | [PAUSE] 暂停投注(第4期，本期未中)                   | 余额:   +337元 | ROI: +16.46%
第153期 2025/12/23 | 预测: 羊,猪,牛,鸡              | 实际: 蛇  | 投注:    0元 | [PAUSE] 暂停投注(第5期，本期未中)                   | 余额:   +337元 | ROI: +16.46%
第154期 2025/12/24 | 预测: 羊,猪,鸡,牛              | 实际: 猪  | 投注:    0元 | [RESUME] 暂停中(第0期) -> 恢复投注（预测命中）          | 余额:   +337元 | ROI: +16.46%
第155期 2025/12/25 | 预测: 羊,鸡,牛,猴              | 实际: 羊  | 投注:   16元 | [HIT] 命中 +29元 (连胜1)                      | 余额:   +366元 | ROI: +17.73%
第156期 2025/12/26 | 预测: 牛,鸡,猴,兔              | 实际: 牛  | 投注:   16元 | [HIT] 命中 +29元 (连胜2)                      | 余额:   +395元 | ROI: +18.99%
第157期 2025/12/27 | 预测: 鸡,猪,猴,兔              | 实际: 马  | 投注:   16元 | [MISS] 未中 -16元 (连败1)                     | 余额:   +379元 | ROI: +18.08%
第158期 2025/12/28 | 预测: 鸡,猪,羊,猴              | 实际: 羊  | 投注:   16元 | [HIT] 命中 +29元 (连胜1)                      | 余额:   +408元 | ROI: +19.32%
第159期 2025/12/29 | 预测: 鸡,猪,龙,猴              | 实际: 龙  | 投注:   16元 | [HIT] 命中 +29元 (连胜2)                      | 余额:   +437元 | ROI: +20.54%
第160期 2025/12/30 | 预测: 鸡,猪,猴,兔              | 实际: 马  | 投注:   16元 | [MISS] 未中 -16元 (连败1)                     | 余额:   +421元 | ROI: +19.64%
第161期 2025/12/31 | 预测: 猴,鸡,猪,兔              | 实际: 龙  | 投注:   16元 | [MISS] 未中 -16元 (连败2)                     | 余额:   +405元 | ROI: +18.75%
第162期 2026/1/1 | 预测: 猴,鸡,猪,兔              | 实际: 牛  | 投注:   32元 | [MISS] 未中 -32元 (连败3) [触发止损，暂停投注]         | 余额:   +373元 | ROI: +17.02%
第163期 2026/1/2 | 预测: 猴,鸡,猪,兔              | 实际: 猴  | 投注:    0元 | [RESUME] 暂停中(第0期) -> 恢复投注（预测命中）          | 余额:   +373元 | ROI: +17.02%
第164期 2026/1/3 | 预测: 鸡,猪,兔,鼠              | 实际: 鸡  | 投注:   16元 | [HIT] 命中 +29元 (连胜1)                      | 余额:   +402元 | ROI: +18.21%
第165期 2026/1/4 | 预测: 兔,猪,鼠,狗              | 实际: 鸡  | 投注:   16元 | [MISS] 未中 -16元 (连败1)                     | 余额:   +386元 | ROI: +17.36%
第166期 2026/1/5 | 预测: 兔,猪,鼠,狗              | 实际: 猪  | 投注:   16元 | [HIT] 命中 +29元 (连胜1)                      | 余额:   +415元 | ROI: +18.53%
第167期 2026/1/6 | 预测: 鼠,兔,狗,猴              | 实际: 蛇  | 投注:   16元 | [MISS] 未中 -16元 (连败1)                     | 余额:   +399元 | ROI: +17.69%
第168期 2026/1/7 | 预测: 鼠,兔,狗,猴              | 实际: 牛  | 投注:   16元 | [MISS] 未中 -16元 (连败2)                     | 余额:   +383元 | ROI: +16.86%
第169期 2026/1/8 | 预测: 鼠,狗,兔,虎              | 实际: 鸡  | 投注:   32元 | [MISS] 未中 -32元 (连败3) [触发止损，暂停投注]         | 余额:   +351元 | ROI: +15.23%
第170期 2026/1/9 | 预测: 鼠,狗,兔,虎              | 实际: 虎  | 投注:    0元 | [RESUME] 暂停中(第0期) -> 恢复投注（预测命中）          | 余额:   +351元 | ROI: +15.23%
第171期 2026/1/10 | 预测: 鼠,兔,狗,羊              | 实际: 兔  | 投注:   16元 | [HIT] 命中 +29元 (连胜1)                      | 余额:   +380元 | ROI: +16.38%
第172期 2026/1/11 | 预测: 鼠,狗,猴,羊              | 实际: 羊  | 投注:   16元 | [HIT] 命中 +29元 (连胜2)                      | 余额:   +409元 | ROI: +17.51%
第173期 2026/1/12 | 预测: 鼠,狗,猴,猪              | 实际: 羊  | 投注:   16元 | [MISS] 未中 -16元 (连败1)                     | 余额:   +393元 | ROI: +16.71%
第174期 2026/1/13 | 预测: 鼠,狗,兔,龙              | 实际: 蛇  | 投注:   16元 | [MISS] 未中 -16元 (连败2)                     | 余额:   +377元 | ROI: +15.92%
第175期 2026/1/14 | 预测: 鼠,狗,兔,龙              | 实际: 龙  | 投注:   32元 | [HIT] 命中 +58元 (连胜1)                      | 余额:   +435元 | ROI: +18.12%
第176期 2026/1/15 | 预测: 猴,鼠,狗,兔              | 实际: 猪  | 投注:   16元 | [MISS] 未中 -16元 (连败1)                     | 余额:   +419元 | ROI: +17.34%
第177期 2026/1/16 | 预测: 猴,鼠,兔,狗              | 实际: 鼠  | 投注:   16元 | [HIT] 命中 +29元 (连胜1)                      | 余额:   +448元 | ROI: +18.42%
第178期 2026/1/17 | 预测: 猴,兔,狗,虎              | 实际: 狗  | 投注:   16元 | [HIT] 命中 +29元 (连胜2)                      | 余额:   +477元 | ROI: +19.49%
第179期 2026/1/18 | 预测: 猴,虎,兔,马              | 实际: 兔  | 投注:   16元 | [HIT] 命中 +29元 (连胜3)                      | 余额:   +506元 | ROI: +20.54%
第180期 2026/1/19 | 预测: 猴,虎,鼠,马              | 实际: 猴  | 投注:   16元 | [HIT] 命中 +29元 (连胜4)                      | 余额:   +535元 | ROI: +21.57%
第181期 2026/1/20 | 预测: 鼠,虎,马,狗              | 实际: 马  | 投注:   16元 | [HIT] 命中 +29元 (连胜5)                      | 余额:   +564元 | ROI: +22.60%
第182期 2026/1/21 | 预测: 鼠,虎,狗,牛              | 实际: 鼠  | 投注:   16元 | [HIT] 命中 +29元 (连胜6)                      | 余额:   +593元 | ROI: +23.61%
第183期 2026/1/22 | 预测: 虎,狗,牛,猪              | 实际: 鼠  | 投注:   16元 | [MISS] 未中 -16元 (连败1)                     | 余额:   +577元 | ROI: +22.82%
第184期 2026/1/23 | 预测: 虎,狗,牛,猴              | 实际: 羊  | 投注:   16元 | [MISS] 未中 -16元 (连败2)                     | 余额:   +561元 | ROI: +22.05%
第185期 2026/1/24 | 预测: 虎,猪,狗,兔              | 实际: 虎  | 投注:   32元 | [HIT] 命中 +58元 (连胜1)                      | 余额:   +619元 | ROI: +24.03%
第186期 2026/1/25 | 预测: 猴,狗,兔,猪              | 实际: 蛇  | 投注:   16元 | [MISS] 未中 -16元 (连败1)                     | 余额:   +603元 | ROI: +23.26%
第187期 2026/1/26 | 预测: 牛,猴,猪,狗              | 实际: 猪  | 投注:   16元 | [HIT] 命中 +29元 (连胜1)                      | 余额:   +632元 | ROI: +24.23%
第188期 2026/1/27 | 预测: 牛,猴,狗,马              | 实际: 鸡  | 投注:   16元 | [MISS] 未中 -16元 (连败1)                     | 余额:   +616元 | ROI: +23.48%
第189期 2026/1/28 | 预测: 牛,狗,猴,马              | 实际: 兔  | 投注:   16元 | [MISS] 未中 -16元 (连败2)                     | 余额:   +600元 | ROI: +22.73%
第190期 2026/1/29 | 预测: 牛,狗,龙,猴              | 实际: 蛇  | 投注:   32元 | [MISS] 未中 -32元 (连败3) [触发止损，暂停投注]         | 余额:   +568元 | ROI: +21.26%
第191期 2026/1/30 | 预测: 狗,牛,龙,马              | 实际: 牛  | 投注:    0元 | [RESUME] 暂停中(第0期) -> 恢复投注（预测命中）          | 余额:   +568元 | ROI: +21.26%
第192期 2026/1/31 | 预测: 狗,龙,猴,马              | 实际: 龙  | 投注:   16元 | [HIT] 命中 +29元 (连胜1)                      | 余额:   +597元 | ROI: +22.21%
第193期 2026/2/1 | 预测: 狗,马,猴,虎              | 实际: 鼠  | 投注:   16元 | [MISS] 未中 -16元 (连败1)                     | 余额:   +581元 | ROI: +21.49%
第194期 2026/2/2 | 预测: 马,猴,狗,虎              | 实际: 牛  | 投注:   16元 | [MISS] 未中 -16元 (连败2)                     | 余额:   +565元 | ROI: +20.77%
第195期 2026/2/3 | 预测: 马,猴,狗,虎              | 实际: 猪  | 投注:   32元 | [MISS] 未中 -32元 (连败3) [触发止损，暂停投注]         | 余额:   +533元 | ROI: +19.37%
第196期 2026/2/4 | 预测: 马,猴,狗,鸡              | 实际: 兔  | 投注:    0元 | [PAUSE] 暂停投注(第1期，本期未中)                   | 余额:   +533元 | ROI: +19.37%
第197期 2026/2/5 | 预测: 猴,狗,马,鸡              | 实际: 蛇  | 投注:    0元 | [PAUSE] 暂停投注(第2期，本期未中)                   | 余额:   +533元 | ROI: +19.37%
第198期 2026/2/6 | 预测: 马,猴,狗,虎              | 实际: 猪  | 投注:    0元 | [PAUSE] 暂停投注(第3期，本期未中)                   | 余额:   +533元 | ROI: +19.37%
第199期 2026/2/7 | 预测: 狗,马,猴,虎              | 实际: 鼠  | 投注:    0元 | [PAUSE] 暂停投注(第4期，本期未中)                   | 余额:   +533元 | ROI: +19.37%
第200期 2026/2/8 | 预测: 狗,马,猴,鸡              | 实际: 羊  | 投注:    0元 | [PAUSE] 暂停投注(第5期，本期未中)                   | 余额:   +533元 | ROI: +19.37%

================================================================================
 回测总结 
================================================================================
总期数: 200 期
实际投注期数: 149 期
暂停期数: 41 期 (20.5%)
命中次数: 66 次
命中率: 44.30%

投注统计:
  总投入: 2752 元
  平均单期投入: 18.47 元
  总盈利: +533 元
  投资回报率(ROI): +19.37%

风险指标:
  最大连胜: 7 期
  最大连败: 3 期

================================================================================

详细结果已保存到: backtest_ensemble_top4_auto_resume_results.csv
