lookback,good_thresh,bad_thresh,boost_mult,reduce_mult,hits,hit_rate,total_bet,total_win,balance,roi,max_drawdown,hit_10x_count,roi_improve,drawdown_reduce,score
15,0.3,0.25,1.5,0.6,99,33.0,12021.0,14335.0,2314.0,19.24964645204226,421.0,11,4.14964645204226,354.0,73.15852168624441
10,0.3,0.15,1.5,0.7,99,33.0,13332.0,15933.0,2601.0,19.509450945094507,435.5,13,4.409450945094507,339.5,73.00811350094632
15,0.45,0.2,1.2,0.6,99,33.0,10347.0,12229.399999999996,1882.4000000000008,18.192712863631975,371.0,7,3.0927128636319754,404.0,72.61057440132262
15,0.45,0.25,1.2,0.6,99,33.0,10347.0,12229.399999999996,1882.4000000000008,18.192712863631975,371.0,7,3.0927128636319754,404.0,72.61057440132262
15,0.4,0.2,1.2,0.6,99,33.0,10635.0,12605.399999999994,1970.400000000001,18.5275035260931,394.79999999999995,7,3.4275035260930995,380.20000000000005,71.75676336442771
15,0.4,0.25,1.2,0.6,99,33.0,10635.0,12605.399999999994,1970.400000000001,18.5275035260931,394.79999999999995,7,3.4275035260930995,380.20000000000005,71.75676336442771
15,0.35,0.25,1.2,0.6,99,33.0,10635.0,12605.399999999994,1970.400000000001,18.5275035260931,394.79999999999995,7,3.4275035260930995,380.20000000000005,71.75676336442771
15,0.35,0.2,1.2,0.6,99,33.0,10635.0,12605.399999999994,1970.400000000001,18.5275035260931,394.79999999999995,7,3.4275035260930995,380.20000000000005,71.75676336442771
15,0.35,0.15,1.3,0.6,99,33.0,11631.0,13818.000000000007,2186.999999999999,18.803198349239096,409.7,15,3.7031983492390967,365.3,71.6599762500346
15,0.4,0.15,1.3,0.6,99,33.0,11631.0,13818.000000000007,2186.999999999999,18.803198349239096,409.7,15,3.7031983492390967,365.3,71.6599762500346
10,0.35,0.15,1.5,0.7,99,33.0,12139.5,14546.5,2407.0,19.827834754314427,462.5,11,4.7278347543144275,312.5,71.63274458101843
10,0.4,0.15,1.5,0.7,99,33.0,12139.5,14546.5,2407.0,19.827834754314427,462.5,11,4.7278347543144275,312.5,71.63274458101843
8,0.35,0.15,1.2,0.7,99,33.0,10969.5,13084.79999999999,2115.300000000001,19.283467797073715,435.50000000000006,3,4.183467797073716,339.49999999999994,71.51153636173578
8,0.35,0.2,1.2,0.7,99,33.0,10969.5,13084.79999999999,2115.300000000001,19.283467797073715,435.50000000000006,3,4.183467797073716,339.49999999999994,71.51153636173578
8,0.3,0.15,1.2,0.7,99,33.0,10969.5,13084.79999999999,2115.300000000001,19.283467797073715,435.50000000000006,3,4.183467797073716,339.49999999999994,71.51153636173578
8,0.3,0.2,1.2,0.7,99,33.0,10969.5,13084.79999999999,2115.300000000001,19.283467797073715,435.50000000000006,3,4.183467797073716,339.49999999999994,71.51153636173578
10,0.45,0.15,1.5,0.7,99,33.0,11389.5,13442.0,2052.5,18.020984239870057,382.5,8,2.920984239870057,392.5,69.98942777952826
10,0.45,0.25,1.1,0.6,99,33.0,9756.0,11515.000000000005,1759.0000000000007,18.029930299303,386.0,3,2.9299302993030008,389.0,69.5970603030107
10,0.45,0.2,1.1,0.6,99,33.0,9756.0,11515.000000000005,1759.0000000000007,18.029930299303,386.0,3,2.9299302993030008,389.0,69.5970603030107
10,0.45,0.2,1.5,0.7,99,33.0,10728.0,12722.900000000001,1994.9,18.595264727815064,417.0,3,3.495264727815064,358.0,69.34099691567334
10,0.45,0.25,1.5,0.7,99,33.0,10728.0,12722.900000000001,1994.9,18.595264727815064,417.0,3,3.495264727815064,358.0,69.34099691567334
12,0.3,0.2,1.3,0.6,99,33.0,11296.5,13507.800000000012,2211.2999999999993,19.575089629531263,469.5999999999999,9,4.475089629531263,305.4000000000001,69.04280677536194
15,0.45,0.25,1.5,0.7,99,33.0,11022.0,13042.5,2020.5,18.331518780620577,409.5,8,3.2315187806205774,365.5,68.56207694920698
15,0.45,0.2,1.5,0.7,99,33.0,11022.0,13042.5,2020.5,18.331518780620577,409.5,8,3.2315187806205774,365.5,68.56207694920698
10,0.3,0.2,1.3,0.7,99,33.0,11719.5,13954.300000000016,2234.799999999999,19.06907291266691,449.6,8,3.9690729126669115,325.4,68.27234785145787
10,0.3,0.25,1.3,0.7,99,33.0,11719.5,13954.300000000016,2234.799999999999,19.06907291266691,449.6,8,3.9690729126669115,325.4,68.27234785145787
8,0.45,0.25,1.5,0.6,99,33.0,9459.0,11265.900000000001,1806.8999999999996,19.102442118617187,454.0,0,4.0024421186171875,321.0,67.92559403485
8,0.4,0.25,1.5,0.6,99,33.0,9459.0,11265.900000000001,1806.8999999999996,19.102442118617187,454.0,0,4.0024421186171875,321.0,67.92559403485
10,0.4,0.15,1.2,0.6,99,33.0,11091.0,13197.599999999991,2106.600000000001,18.993778739518536,455.2,8,3.8937787395185364,319.8,67.0511302980292
10,0.35,0.15,1.2,0.6,99,33.0,11091.0,13197.599999999991,2106.600000000001,18.993778739518536,455.2,8,3.8937787395185364,319.8,67.0511302980292
